Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cameroon,CMR,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.77591,23.2691,32.68581,..,..,31.63203,32.94042,33.8194,33.87886,34.32495,34.53525,..,..,..,..
Canada,CAN,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.90919,5.59155,5.5475,..,..,..,..,6.00324,5.82025,..,6.01202,6.41569,6.47985,6.74068,5.78685,6.02197,6.40272,6.83035,7.10659,7.55604,7.99303,..,..
Caribbean small states,CSS,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.01594,20.63348,19.14498,21.15942,..,25.94255,20.47579,23.08892,23.78571,26.40523,..,..,25.42819,24.33333,24.33333,..,..,..,..,29.2142,..,..
Central African Republic,CAF,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.28777,..,..,..,..,..,..,19.25336,19.55272,..,..,..
Central Europe and the Baltics,CEB,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.21718,14.2036,..,15.18721,..,..,..,15.54593,..,..,..,16.85496,17.06416,18.13493,22.46524,..,18.77984,20.02472,26.09798,24.44571,28.1631,..
Channel Islands,CHI,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.13212,..,..,..,59.00184,..,54.37571,55.05437,56.43513,57.34188,58.52531,59.13515,60.42992,61.56765,63.18918,62.73457,63.0316,63.10111,63.36681,63.4704,63.46607,..,..
China,CHN,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.8306,10.73964,11.50819,12.02501,12.35605,13.52611,13.5952,10.35257,10.05704,10.26524,10.90277,11.66486,12.6785,13.69306,..
Colombia,COL,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.46093,37.00684,35.10341,..,29.62255,..,26.30926,27.38004,26.69012,26.45787,27.15703,25.07161,24.03175,23.19952,22.55566,25.48099,24.28524,25.78237,25.59163,25.62023,25.59434,..,..
Comoros,COM,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.35983,..,..,37.37928,48.68473,48.78084,..,..,..,..,..,..,..,..,55.04611,53.8676,..,..,63.45976,64.88666,..,..
"Congo, Dem. Rep.",COD,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.48538,..,16.394,18.13977,20.72961,22.36524,..,..,..,..,..
"Congo, Rep.",COG,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.52874,13.4396,22.27926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.10362,17.60272,15.77229,15.86192,..,16.08619,..,12.85149,12.75747,12.95919,11.93398,11.43017,11.67138,11.39007,10.77665,10.11706,9.82826,9.71754,9.37316,9.32901,7.76992,..
Cote d'Ivoire,CIV,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.65628,..,..,..,..,..,..,..,..,..,..,..,..,47.11271,..,60.79088,61.92659,61.29514,59.57389,60.34729,60.21282,..
Croatia,HRV,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.28084,1.50084,1.66564,1.77026,1.96587,..,2.26993,2.38109,2.41625,2.54041,2.70951,2.84137,2.98405,3.10271,3.99694,3.90661,3.92058,4.13489,4.07943,3.96128,..,..
Cuba,CUB,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.1537,..,..,..,..,..,..,..
Cyprus,CYP,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.00963,10.50369,10.92365,11.16965,12.00578,13.08488,13.59744,14.3638,14.7249,15.69946,16.73276,17.11066,17.67202,18.88345,19.05814,18.87522,19.05127,19.06391,19.1561,19.74058,..,..
Czech Republic,CZE,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.46426,10.49552,11.27454,11.85067,12.58657,12.50763,12.60683,12.76177,13.15756,13.30059,13.45676,..,13.28971,12.888,14.61106,14.51791,14.74266,15.0233,15.49544,16.57516,..,..
Denmark,DNK,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7756,1.95423,4.42518,3.49909,2.54411,2.38671,1.89325,2.43225,2.57071,2.25239,2.18291,2.0973,1.96355,2.1137,1.97454,2.27326,2.28438,3.02154,3.43225,3.651,..,..
Djibouti,DJI,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,8.10883,17.22906,19.12837,..,21.27005,27.98503,26.5279,23.04203,19.28087,16.60476,..,13.94986,13.89858,11.8753,10.20198,11.539,11.69496,11.72188,11.64821,12.41435,13.9093
Dominica,DMA,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.59659,..,..,37.5275,36.37511,35.85483,34.329,34.02154,26.90058,26.6347,27.01596,27.75728,28.19439,27.6664,..,30.52683,30.85655,32.53307,..,..,32.89247,..
Dominican Republic,DOM,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.6,..,23.91826,26.2035,..,25.17772,22.98939,24.59893,22.61696,21.37208,20.11691,19.62846,19.32918,19.01474,19.04725,18.72349,18.66094,18.89259,..
Early-demographic dividend,EAR,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
